actual_q_0,actual_q_1,actual_q_2,actual_q_3,actual_q_4,actual_q_5,actual_TCP_pose_0,actual_TCP_pose_1,actual_TCP_pose_2,actual_TCP_pose_3,actual_TCP_pose_4,actual_TCP_pose_5
-4.842604,-2.139966,-1.249737,0.570681,1.967354,6.199376,0.163074,0.635738,0.465684,-1.236115,-0.317146,0.058030
-4.842640,-2.147433,-1.249737,0.570705,1.967342,6.199388,0.163464,0.638497,0.460812,-1.243378,-0.316294,0.059808
-4.842664,-2.154779,-1.249785,0.570717,1.967354,6.199436,0.163835,0.641180,0.455977,-1.250582,-0.315449,0.061631
-4.842700,-2.161754,-1.249796,0.570717,1.967342,6.199400,0.164193,0.643693,0.451383,-1.257390,-0.314668,0.063261
-4.842784,-2.168512,-1.249737,0.570705,1.967378,6.199388,0.164564,0.646090,0.446943,-1.263937,-0.313910,0.064837
-4.842772,-2.174803,-1.249821,0.570681,1.967342,6.199400,0.164854,0.648313,0.442737,-1.270173,-0.313167,0.066394
-4.842832,-2.180612,-1.249785,0.570705,1.967342,6.199388,0.165162,0.650324,0.438890,-1.275781,-0.312493,0.067737
-4.842820,-2.183349,-1.249785,0.570717,1.967378,6.199388,0.165277,0.651270,0.437066,-1.278431,-0.312226,0.068436
-4.842940,-2.190948,-1.249760,0.570705,1.967378,6.199436,0.165701,0.653852,0.431997,-1.285846,-0.311264,0.070230
-4.843036,-2.195666,-1.249772,0.570705,1.967378,6.199340,0.165976,0.655431,0.428829,-1.290450,-0.310728,0.071225
-4.843096,-2.197911,-1.249772,0.570705,1.967390,6.199412,0.166115,0.656174,0.427321,-1.292656,-0.310399,0.071793
-4.843240,-2.202281,-1.249796,0.570717,1.967366,6.199400,0.166405,0.657607,0.424372,-1.296944,-0.309794,0.072719
-4.843372,-2.206290,-1.249737,0.570705,1.967354,6.199400,0.166670,0.658913,0.421694,-1.300822,-0.309246,0.073571
-4.843563,-2.210012,-1.249785,0.570705,1.967366,6.199424,0.166959,0.660102,0.419160,-1.304523,-0.308684,0.074362
-4.843815,-2.213769,-1.249725,0.570705,1.967378,6.199376,0.167288,0.661284,0.416643,-1.308150,-0.308135,0.075026
-4.844211,-2.217179,-1.249749,0.570705,1.967330,6.199388,0.167702,0.662320,0.414322,-1.311556,-0.307431,0.075514
-4.844727,-2.220684,-1.249785,0.570681,1.967330,6.199376,0.168196,0.663360,0.411926,-1.315099,-0.306686,0.075946
-4.845519,-2.224261,-1.249760,0.570693,1.967390,6.199364,0.168871,0.664364,0.409504,-1.318652,-0.305809,0.076181
-4.846526,-2.227959,-1.249760,0.570693,1.967366,6.199376,0.169702,0.665362,0.406985,-1.322400,-0.304680,0.076240
-4.847821,-2.231824,-1.249760,0.570681,1.967354,6.199364,0.170732,0.666354,0.404346,-1.326357,-0.303360,0.076091
-4.849236,-2.235702,-1.249725,0.570693,1.967366,6.199364,0.171842,0.667316,0.401711,-1.330283,-0.301972,0.075858
-4.850736,-2.239747,-1.249772,0.570681,1.967354,6.199400,0.173019,0.668304,0.398920,-1.334495,-0.300444,0.075640
-4.852391,-2.243805,-1.249737,0.570681,1.967366,6.199376,0.174301,0.669255,0.396151,-1.338634,-0.298873,0.075240
-4.854226,-2.247731,-1.249772,0.570681,1.967354,6.199424,0.175701,0.670120,0.393437,-1.342751,-0.297113,0.074723
-4.856337,-2.251705,-1.249737,0.570681,1.967378,6.199412,0.177289,0.670938,0.390716,-1.346869,-0.295231,0.073946
-4.857512,-2.253625,-1.249712,0.570681,1.967342,6.199376,0.178165,0.671302,0.389402,-1.348871,-0.294194,0.073384
-4.860018,-2.257455,-1.249712,0.570693,1.967366,6.199376,0.180016,0.671983,0.386759,-1.352924,-0.292037,0.072264
-4.862921,-2.261248,-1.249712,0.570657,1.967342,6.199400,0.182139,0.672572,0.384134,-1.357046,-0.289541,0.070808
-4.866112,-2.264874,-1.249772,0.570669,1.967342,6.199364,0.184448,0.673035,0.381598,-1.361040,-0.286917,0.069046
-4.869578,-2.268271,-1.249772,0.570669,1.967342,6.199376,0.186937,0.673368,0.379242,-1.364806,-0.284096,0.067030
-4.873104,-2.271272,-1.249760,0.570657,1.967378,6.199400,0.189448,0.673561,0.377162,-1.368188,-0.281295,0.064904
-4.876893,-2.273853,-1.249737,0.570693,1.967366,6.199364,0.192122,0.673566,0.375379,-1.371129,-0.278368,0.062359
-4.880876,-2.276026,-1.249760,0.570681,1.967366,6.199400,0.194908,0.673407,0.373856,-1.373797,-0.275302,0.059645
-4.885145,-2.277719,-1.249785,0.570693,1.967378,6.199364,0.197864,0.673040,0.372667,-1.375998,-0.272159,0.056517
-4.889415,-2.278980,-1.249785,0.570681,1.967354,6.199412,0.200801,0.672541,0.371788,-1.377788,-0.268981,0.053324
-4.893613,-2.279544,-1.249796,0.570633,1.967366,6.199364,0.203652,0.671853,0.371387,-1.378919,-0.266036,0.049970
-4.897786,-2.279447,-1.249785,0.570669,1.967378,6.199376,0.206448,0.670967,0.371461,-1.379309,-0.263176,0.046486
-4.901781,-2.279051,-1.249785,0.570657,1.967354,6.199376,0.209107,0.670029,0.371737,-1.379441,-0.260454,0.043054
-4.905810,-2.278559,-1.249749,0.570657,1.967318,6.199400,0.211781,0.669047,0.372096,-1.379439,-0.257704,0.039565
-4.909972,-2.278127,-1.249725,0.570657,1.967390,6.199352,0.214534,0.668040,0.372406,-1.379502,-0.254991,0.036000
-4.911987,-2.277995,-1.249712,0.570669,1.967354,6.199388,0.215875,0.667569,0.372504,-1.379606,-0.253569,0.034290
-4.916077,-2.277707,-1.249785,0.570645,1.967342,6.199364,0.218587,0.666601,0.372673,-1.379919,-0.250781,0.030815
-4.920095,-2.277719,-1.249725,0.570681,1.967402,6.199376,0.221260,0.665718,0.372692,-1.380322,-0.248061,0.027508
-4.924052,-2.277707,-1.249772,0.570681,1.967354,6.199424,0.223895,0.664833,0.372681,-1.380842,-0.245248,0.024236
-4.927878,-2.277731,-1.249749,0.570693,1.967390,6.199376,0.226436,0.663977,0.372674,-1.381279,-0.242669,0.021042
-4.931524,-2.277707,-1.249737,0.570693,1.967330,6.199412,0.228859,0.663142,0.372697,-1.381683,-0.240081,0.017992
-4.935147,-2.277671,-1.249760,0.570681,1.967342,6.199376,0.231256,0.662298,0.372711,-1.382103,-0.237611,0.014962
-4.938780,-2.277755,-1.249725,0.570621,1.967402,6.199400,0.233663,0.661484,0.372663,-1.382631,-0.235114,0.012035
-4.942331,-2.277731,-1.249772,0.570657,1.967354,6.199364,0.236011,0.660639,0.372662,-1.383028,-0.232645,0.009021
-4.945881,-2.277695,-1.249772,0.570693,1.967354,6.199388,0.238352,0.659783,0.372690,-1.383369,-0.230186,0.006073
-4.949455,-2.277707,-1.249772,0.570693,1.967366,6.199376,0.240708,0.658930,0.372681,-1.383786,-0.227729,0.003106
-4.952993,-2.277707,-1.249772,0.570669,1.967378,6.199412,0.243038,0.658076,0.372680,-1.384212,-0.225261,0.000213
-4.956531,-2.277731,-1.249785,0.570681,1.967366,6.199388,0.245367,0.657217,0.372658,-1.384631,-0.222814,-0.002747
-4.960129,-2.277755,-1.249737,0.570693,1.967366,6.199376,0.247732,0.656337,0.372663,-1.384995,-0.220338,-0.005755
-4.963584,-2.277767,-1.249772,0.570657,1.967306,6.199400,0.250004,0.655484,0.372638,-1.385463,-0.217865,-0.008623
-4.966870,-2.277719,-1.249760,0.570657,1.967366,6.199424,0.252149,0.654646,0.372676,-1.385765,-0.215632,-0.011307
-4.970072,-2.277731,-1.249760,0.570669,1.967354,6.199412,0.254245,0.653837,0.372668,-1.386112,-0.213413,-0.013984
-4.973262,-2.277779,-1.249772,0.570681,1.967354,6.199400,0.256333,0.653034,0.372630,-1.386501,-0.211202,-0.016630
-4.974774,-2.277791,-1.249772,0.570657,1.967378,6.199400,0.257319,0.652651,0.372621,-1.386697,-0.210168,-0.017859
-4.977604,-2.277839,-1.249772,0.570657,1.967330,6.199400,0.259173,0.651934,0.372587,-1.387048,-0.208157,-0.020229
-4.980219,-2.277815,-1.249737,0.570681,1.967366,6.199388,0.260871,0.651246,0.372620,-1.387243,-0.206398,-0.022409
-4.982510,-2.277827,-1.249772,0.570657,1.967390,6.199412,0.262362,0.650651,0.372595,-1.387554,-0.204800,-0.024255
-4.984489,-2.277851,-1.249785,0.570657,1.967366,6.199388,0.263653,0.650137,0.372574,-1.387796,-0.203418,-0.025924
-4.986024,-2.277899,-1.249749,0.570681,1.967330,6.199412,0.264657,0.649744,0.372557,-1.387949,-0.202309,-0.027208
-4.987007,-2.277947,-1.249796,0.570693,1.967354,6.199424,0.265296,0.649493,0.372504,-1.388132,-0.201623,-0.027974
-4.987439,-2.277971,-1.249821,0.570717,1.967378,6.199388,0.265576,0.649381,0.372478,-1.388195,-0.201363,-0.028339
-4.987439,-2.278019,-1.249796,0.570681,1.967330,6.199400,0.265585,0.649399,0.372453,-1.388256,-0.201304,-0.028346
-4.987343,-2.278019,-1.249785,0.570657,1.967330,6.199388,0.265523,0.649428,0.372457,-1.388257,-0.201376,-0.028272
-4.987175,-2.278019,-1.249772,0.570681,1.967366,6.199400,0.265411,0.649470,0.372463,-1.388204,-0.201521,-0.028108
-4.987187,-2.278055,-1.249796,0.570657,1.967378,6.199412,0.265421,0.649478,0.372427,-1.388286,-0.201499,-0.028076
-4.987223,-2.278055,-1.249760,0.570681,1.967390,6.199400,0.265443,0.649467,0.372443,-1.388230,-0.201503,-0.028125
-4.987211,-2.278019,-1.249785,0.570669,1.967390,6.199424,0.265433,0.649461,0.372457,-1.388232,-0.201495,-0.028095
-4.987139,-2.278019,-1.249760,0.570693,1.967342,6.199388,0.265389,0.649479,0.372469,-1.388177,-0.201539,-0.028111
-4.987211,-2.278019,-1.249749,0.570693,1.967402,6.199412,0.265431,0.649460,0.372473,-1.388173,-0.201525,-0.028113
-4.987187,-2.278043,-1.249772,0.570669,1.967378,6.199364,0.265420,0.649474,0.372446,-1.388235,-0.201541,-0.028129
-4.987175,-2.278031,-1.249760,0.570681,1.967366,6.199424,0.265412,0.649474,0.372460,-1.388206,-0.201505,-0.028088
-4.987163,-2.278007,-1.249772,0.570657,1.967402,6.199364,0.265400,0.649472,0.372470,-1.388209,-0.201582,-0.028099
-4.987175,-2.278055,-1.249785,0.570681,1.967354,6.199376,0.265415,0.649479,0.372433,-1.388248,-0.201519,-0.028123
-4.987175,-2.278043,-1.249785,0.570693,1.967354,6.199448,0.265413,0.649475,0.372442,-1.388232,-0.201473,-0.028070
-4.987175,-2.278079,-1.249796,0.570693,1.967318,6.199400,0.265419,0.649484,0.372412,-1.388274,-0.201468,-0.028122
-4.987175,-2.278067,-1.249760,0.570693,1.967390,6.199400,0.265412,0.649482,0.372435,-1.388225,-0.201537,-0.028085
-4.987187,-2.278031,-1.249749,0.570657,1.967306,6.199436,0.265425,0.649474,0.372464,-1.388223,-0.201436,-0.028127
-4.987187,-2.278031,-1.249785,0.570669,1.967390,6.199388,0.265418,0.649471,0.372449,-1.388237,-0.201534,-0.028101
-4.987199,-2.278079,-1.249737,0.570669,1.967330,6.199388,0.265435,0.649483,0.372436,-1.388241,-0.201476,-0.028153
-4.987175,-2.278055,-1.249785,0.570669,1.967294,6.199376,0.265420,0.649481,0.372433,-1.388262,-0.201467,-0.028161
-4.987175,-2.278055,-1.249772,0.570693,1.967378,6.199412,0.265412,0.649478,0.372439,-1.388227,-0.201518,-0.028083
-4.987163,-2.278055,-1.249821,0.570657,1.967366,6.199388,0.265406,0.649484,0.372416,-1.388305,-0.201517,-0.028077
-4.987163,-2.278055,-1.249785,0.570681,1.967330,6.199364,0.265408,0.649483,0.372433,-1.388247,-0.201516,-0.028139
-4.987187,-2.278031,-1.249772,0.570669,1.967306,6.199436,0.265425,0.649472,0.372454,-1.388234,-0.201433,-0.028123
-4.987391,-2.277983,-1.249821,0.570669,1.967330,6.199376,0.265551,0.649402,0.372467,-1.388248,-0.201354,-0.028326
-4.988122,-2.277875,-1.249772,0.570681,1.967354,6.199400,0.266016,0.649179,0.372564,-1.388165,-0.200882,-0.028944
-4.988950,-2.277947,-1.249785,0.570693,1.967390,6.199364,0.266555,0.648976,0.372508,-1.388315,-0.200349,-0.029615
-4.989586,-2.278007,-1.249796,0.570681,1.967378,6.199388,0.266974,0.648824,0.372461,-1.388464,-0.199865,-0.030108
-4.989850,-2.277911,-1.249844,0.570669,1.967342,6.199400,0.267140,0.648727,0.372507,-1.388459,-0.199651,-0.030353
-4.989550,-2.277575,-1.249785,0.570681,1.967354,6.199388,0.266919,0.648716,0.372767,-1.388037,-0.199955,-0.030220
-4.989130,-2.276963,-1.249832,0.570669,1.967354,6.199400,0.266598,0.648661,0.373173,-1.387466,-0.200344,-0.030017
-4.988567,-2.275966,-1.249868,0.570645,1.967354,6.199388,0.266155,0.648540,0.373851,-1.386510,-0.200921,-0.029823
-4.987739,-2.274430,-1.249868,0.570657,1.967366,6.199388,0.265497,0.648338,0.374921,-1.384942,-0.201799,-0.029563
-4.986803,-2.272233,-1.249880,0.570669,1.967342,6.199388,0.264720,0.647979,0.376445,-1.382744,-0.202843,-0.029419
-4.986240,-2.270864,-1.249892,0.570681,1.967402,6.199400,0.264242,0.647747,0.377391,-1.381374,-0.203533,-0.029283
-4.984812,-2.267515,-1.249940,0.570669,1.967390,6.199412,0.263056,0.647191,0.379696,-1.378077,-0.205119,-0.029017
-4.983133,-2.263373,-1.250024,0.570657,1.967342,6.199364,0.261646,0.646467,0.382532,-1.374023,-0.207025,-0.028823
-4.981130,-2.258391,-1.250096,0.570681,1.967366,6.199400,0.259955,0.645569,0.385950,-1.369086,-0.209313,-0.028483
-4.978720,-2.252724,-1.250108,0.570669,1.967342,6.199412,0.257951,0.644564,0.389856,-1.363421,-0.211974,-0.028046
-4.975865,-2.246206,-1.250143,0.570645,1.967342,6.199352,0.255593,0.643395,0.394327,-1.356911,-0.215137,-0.027498
-4.972591,-2.238991,-1.250192,0.570633,1.967378,6.199376,0.252907,0.642086,0.399259,-1.349684,-0.218661,-0.026686
-4.968969,-2.231116,-1.250180,0.570657,1.967402,6.199376,0.249948,0.640615,0.404652,-1.341681,-0.222532,-0.025802
-4.964987,-2.222652,-1.250203,0.570669,1.967330,6.199388,0.246723,0.638998,0.410411,-1.333111,-0.226615,-0.024801
-4.960489,-2.213661,-1.250216,0.570681,1.967342,6.199388,0.243124,0.637276,0.416508,-1.323943,-0.231172,-0.023445
-4.955560,-2.204189,-1.250288,0.570669,1.967366,6.199364,0.239219,0.635432,0.422877,-1.314321,-0.236060,-0.021820
-4.950306,-2.194273,-1.250276,0.570681,1.967318,6.199388,0.235088,0.633434,0.429550,-1.304118,-0.241105,-0.020050
-4.944598,-2.184034,-1.250276,0.570693,1.967342,6.199388,0.230650,0.631342,0.436400,-1.293532,-0.246513,-0.017919
-4.938649,-2.173530,-1.250312,0.570693,1.967402,6.199424,0.226053,0.629115,0.443374,-1.282686,-0.252050,-0.015556
-4.932424,-2.162594,-1.250408,0.570717,1.967342,6.199376,0.221277,0.626693,0.450571,-1.271392,-0.257704,-0.013177
-4.925888,-2.151454,-1.250372,0.570681,1.967378,6.199412,0.216307,0.624159,0.457909,-1.259772,-0.263547,-0.010435
-4.922493,-2.145824,-1.250420,0.570705,1.967354,6.199376,0.213751,0.622849,0.461575,-1.253895,-0.266520,-0.009024
-4.915501,-2.134456,-1.250431,0.570681,1.967330,6.199388,0.208524,0.620147,0.468974,-1.241985,-0.272513,-0.005941
-4.908280,-2.122993,-1.250480,0.570669,1.967390,6.199412,0.203175,0.617329,0.476370,-1.229942,-0.278632,-0.002577
-4.900917,-2.111241,-1.250575,0.570657,1.967330,6.199400,0.197762,0.614304,0.483880,-1.217617,-0.284696,0.000784
-4.893265,-2.099321,-1.250624,0.570705,1.967354,6.199388,0.192192,0.611125,0.491465,-1.204948,-0.290945,0.004420
-4.885541,-2.087330,-1.250696,0.570729,1.967354,6.199376,0.186621,0.607798,0.499027,-1.192214,-0.297116,0.008140
-4.877589,-2.075170,-1.250743,0.570729,1.967378,6.199412,0.180947,0.604306,0.506644,-1.179256,-0.303330,0.012117
-4.869578,-2.062903,-1.250863,0.570717,1.967366,6.199376,0.175287,0.600643,0.514236,-1.166225,-0.309482,0.016101
-4.861530,-2.050647,-1.250851,0.570693,1.967342,6.199388,0.169662,0.596842,0.521812,-1.153059,-0.315519,0.020168
-4.853458,-2.038297,-1.251031,0.570693,1.967330,6.199412,0.164078,0.592870,0.529302,-1.139931,-0.321454,0.024336
-4.845459,-2.025850,-1.251115,0.570693,1.967366,6.199352,0.158588,0.588695,0.536822,-1.126579,-0.327346,0.028392
-4.837471,-2.013270,-1.251199,0.570705,1.967342,6.199400,0.153169,0.584316,0.544354,-1.113079,-0.333018,0.032505
-4.829423,-2.000788,-1.251391,0.570729,1.967330,6.199388,0.147788,0.579856,0.551711,-1.099718,-0.338637,0.036715
-4.821663,-1.988365,-1.251475,0.570729,1.967402,6.199400,0.142642,0.575237,0.559004,-1.086352,-0.344049,0.040772
-4.813856,-1.975907,-1.251643,0.570729,1.967426,6.199388,0.137542,0.570481,0.566213,-1.072997,-0.349343,0.044873
-4.806300,-1.963508,-1.251798,0.570753,1.967378,6.199400,0.132668,0.565586,0.573319,-1.059692,-0.354315,0.048777
-4.798852,-1.951050,-1.251894,0.570741,1.967366,6.199376,0.127923,0.560519,0.580409,-1.046292,-0.359181,0.052590
-4.791500,-1.938689,-1.252026,0.570741,1.967414,6.199388,0.123306,0.555363,0.587353,-1.033006,-0.363918,0.056444
-4.787890,-1.932604,-1.251990,0.570776,1.967342,6.199412,0.121073,0.552766,0.590787,-1.026336,-0.366121,0.058281
-4.780838,-1.920326,-1.252086,0.570729,1.967330,6.199376,0.116744,0.547439,0.597585,-1.013161,-0.370515,0.061864
-4.774074,-1.908000,-1.252218,0.570764,1.967414,6.199388,0.112638,0.541931,0.604319,-0.999926,-0.374733,0.065292
-4.767538,-1.895879,-1.252206,0.570764,1.967414,6.199388,0.108742,0.536382,0.610923,-0.986814,-0.378668,0.068511
-4.761361,-1.883841,-1.252349,0.570800,1.967366,6.199376,0.105116,0.530749,0.617345,-0.973954,-0.382287,0.071443
-4.755424,-1.871637,-1.252325,0.570812,1.967378,6.199412,0.101677,0.524881,0.623844,-0.960823,-0.385749,0.074191
-4.749860,-1.859876,-1.252362,0.570741,1.967342,6.199388,0.098516,0.519135,0.630009,-0.948318,-0.388908,0.076675
-4.744618,-1.848067,-1.252422,0.570764,1.967354,6.199376,0.095581,0.513232,0.636113,-0.935744,-0.391881,0.078897
-4.739857,-1.836595,-1.252325,0.570812,1.967426,6.199364,0.092952,0.507357,0.642032,-0.923398,-0.394608,0.080764
-4.735540,-1.825195,-1.252446,0.570764,1.967366,6.199400,0.090614,0.501446,0.647757,-0.911530,-0.396909,0.082307
-4.731714,-1.814143,-1.252385,0.570812,1.967354,6.199388,0.088571,0.495574,0.653308,-0.899805,-0.398993,0.083410
-4.728476,-1.803378,-1.252349,0.570824,1.967378,6.199412,0.086861,0.489752,0.658638,-0.888535,-0.400769,0.084112
-4.725729,-1.792615,-1.252434,0.570800,1.967354,6.199400,0.085431,0.483851,0.663856,-0.877508,-0.402252,0.084352
-4.723523,-1.782318,-1.252374,0.570789,1.967402,6.199388,0.084288,0.478088,0.668838,-0.866882,-0.403521,0.084202
-4.721784,-1.772203,-1.252422,0.570776,1.967354,6.199352,0.083401,0.472359,0.673633,-0.856635,-0.404472,0.083625
-4.721160,-1.767367,-1.252434,0.570812,1.967354,6.199376,0.083080,0.469577,0.675909,-0.851730,-0.404834,0.083196
-4.720536,-1.758128,-1.252374,0.570836,1.967342,6.199400,0.082740,0.464177,0.680250,-0.842428,-0.405270,0.081821
-4.720560,-1.749273,-1.252374,0.570836,1.967414,6.199424,0.082699,0.458923,0.684339,-0.833708,-0.405492,0.079985
-4.720668,-1.740909,-1.252385,0.570800,1.967378,6.199400,0.082706,0.453929,0.688156,-0.825535,-0.405582,0.078093
-4.720824,-1.732906,-1.252338,0.570848,1.967402,6.199400,0.082732,0.449095,0.691790,-0.817585,-0.405691,0.076252
-4.720812,-1.725239,-1.252325,0.570812,1.967390,6.199376,0.082685,0.444466,0.695224,-0.810049,-0.405833,0.074626
-4.720848,-1.718171,-1.252362,0.570836,1.967414,6.199352,0.082660,0.440174,0.698339,-0.803098,-0.405975,0.073095
-4.720788,-1.711452,-1.252374,0.570824,1.967390,6.199436,0.082599,0.436081,0.701282,-0.796510,-0.406057,0.071810
-4.720824,-1.705225,-1.252313,0.570836,1.967342,6.199400,0.082583,0.432248,0.704012,-0.790307,-0.406117,0.070398
-4.720836,-1.699490,-1.252338,0.570860,1.967366,6.199376,0.082555,0.428716,0.706473,-0.784652,-0.406237,0.069169
-4.720824,-1.694342,-1.252290,0.570848,1.967378,6.199400,0.082520,0.425526,0.708692,-0.779546,-0.406326,0.068118
-4.720836,-1.689735,-1.252278,0.570872,1.967354,6.199412,0.082501,0.422663,0.710653,-0.774978,-0.406366,0.067133
-4.720824,-1.685800,-1.252241,0.570848,1.967378,6.199340,0.082472,0.420211,0.712326,-0.771069,-0.406481,0.066258
-4.720824,-1.682356,-1.252290,0.570836,1.967390,6.199388,0.082452,0.418074,0.713753,-0.767744,-0.406524,0.065598
-4.720824,-1.679393,-1.252241,0.570836,1.967402,6.199412,0.082434,0.416212,0.715008,-0.764780,-0.406571,0.064993
-4.720812,-1.676981,-1.252182,0.570836,1.967414,6.199388,0.082414,0.414690,0.716033,-0.762337,-0.406631,0.064468
-4.720872,-1.675829,-1.252158,0.570836,1.967354,6.199424,0.082437,0.413960,0.716521,-0.761203,-0.406555,0.064174
-4.720848,-1.674030,-1.252182,0.570860,1.967378,6.199388,0.082415,0.412834,0.717255,-0.759416,-0.406626,0.063796
-4.720872,-1.672770,-1.252170,0.570848,1.967366,6.199376,0.082419,0.412040,0.717780,-0.758178,-0.406628,0.063493
-4.720836,-1.671966,-1.252146,0.570884,1.967414,6.199376,0.082396,0.411527,0.718119,-0.757315,-0.406699,0.063364
-4.720860,-1.671643,-1.252134,0.570860,1.967354,6.199388,0.082408,0.411323,0.718259,-0.757021,-0.406634,0.063264
-4.720848,-1.671690,-1.252134,0.570872,1.967330,6.199376,0.082406,0.411354,0.718239,-0.757053,-0.406620,0.063262
-4.720848,-1.671918,-1.252170,0.570824,1.967330,6.199400,0.082407,0.411510,0.718133,-0.757366,-0.406606,0.063350
-4.720812,-1.672146,-1.252206,0.570860,1.967342,6.199400,0.082392,0.411659,0.718025,-0.757582,-0.406628,0.063436
-4.720812,-1.672182,-1.252218,0.570800,1.967390,6.199412,0.082389,0.411690,0.718005,-0.757686,-0.406667,0.063489
-4.720860,-1.672218,-1.252218,0.570860,1.967390,6.199364,0.082409,0.411702,0.717990,-0.757662,-0.406667,0.063394
-4.720848,-1.672134,-1.252170,0.570860,1.967390,6.199376,0.082404,0.411640,0.718042,-0.757533,-0.406669,0.063389
-4.720824,-1.672146,-1.252194,0.570824,1.967366,6.199412,0.082396,0.411660,0.718029,-0.757608,-0.406641,0.063451
-4.720800,-1.672182,-1.252194,0.570824,1.967354,6.199376,0.082387,0.411684,0.718015,-0.757632,-0.406652,0.063443
-4.720824,-1.672242,-1.252206,0.570872,1.967378,6.199412,0.082395,0.411716,0.717984,-0.757666,-0.406652,0.063468
-4.720848,-1.672218,-1.252254,0.570860,1.967354,6.199388,0.082407,0.411711,0.717977,-0.757704,-0.406629,0.063421
-4.720860,-1.672266,-1.252302,0.570812,1.967366,6.199364,0.082411,0.411756,0.717940,-0.757842,-0.406642,0.063423
-4.720884,-1.672314,-1.252254,0.570824,1.967414,6.199388,0.082418,0.411772,0.717937,-0.757836,-0.406669,0.063439
-4.720800,-1.672362,-1.252254,0.570860,1.967354,6.199388,0.082388,0.411806,0.717918,-0.757836,-0.406645,0.063497
-4.720836,-1.672422,-1.252266,0.570848,1.967342,6.199388,0.082404,0.411844,0.717889,-0.757927,-0.406618,0.063476
-4.720848,-1.672519,-1.252290,0.570860,1.967366,6.199388,0.082408,0.411907,0.717840,-0.758034,-0.406635,0.063497
-4.720884,-1.672686,-1.252338,0.570848,1.967342,6.199376,0.082425,0.412021,0.717754,-0.758265,-0.406600,0.063490
-4.720932,-1.672938,-1.252434,0.570836,1.967366,6.199388,0.082445,0.412196,0.717614,-0.758629,-0.406595,0.063541
-4.720980,-1.673238,-1.252506,0.570836,1.967342,6.199400,0.082468,0.412396,0.717464,-0.759010,-0.406544,0.063576
-4.721112,-1.673634,-1.252578,0.570872,1.967366,6.199388,0.082523,0.412644,0.717273,-0.759457,-0.406515,0.063541
-4.721304,-1.674162,-1.252709,0.570836,1.967378,6.199400,0.082605,0.412990,0.717006,-0.760182,-0.406438,0.063524
-4.721555,-1.674882,-1.252973,0.570848,1.967390,6.199376,0.082713,0.413473,0.716611,-0.761184,-0.406349,0.063474
-4.721796,-1.675745,-1.253393,0.570896,1.967342,6.199400,0.082822,0.414076,0.716098,-0.762458,-0.406185,0.063512
-4.722012,-1.676778,-1.253848,0.570872,1.967390,6.199376,0.082915,0.414799,0.715500,-0.763981,-0.406134,0.063625
-4.722012,-1.677701,-1.254639,0.570860,1.967402,6.199388,0.082921,0.415539,0.714823,-0.765683,-0.406115,0.064004
-4.722059,-1.678505,-1.255826,0.570824,1.967378,6.199400,0.082950,0.416283,0.714049,-0.767695,-0.406039,0.064388
-4.722119,-1.679285,-1.257456,0.570848,1.967366,6.199400,0.082984,0.417090,0.713119,-0.770058,-0.405969,0.064830
-4.722143,-1.679609,-1.258475,0.570812,1.967354,6.199364,0.082999,0.417500,0.712605,-0.771415,-0.405941,0.065060
-4.722167,-1.680220,-1.260861,0.570836,1.967378,6.199400,0.083015,0.418352,0.711461,-0.774353,-0.405895,0.065708
-4.722251,-1.680821,-1.263834,0.570872,1.967390,6.199412,0.083059,0.419305,0.710100,-0.777856,-0.405815,0.066392
-4.722299,-1.681385,-1.267466,0.570860,1.967378,6.199424,0.083090,0.420369,0.708506,-0.782015,-0.405714,0.067242
-4.722371,-1.681841,-1.271781,0.570836,1.967366,6.199364,0.083132,0.421493,0.706699,-0.786741,-0.405621,0.068127
-4.722479,-1.682188,-1.276720,0.570836,1.967366,6.199412,0.083188,0.422655,0.704697,-0.791980,-0.405472,0.069188
-4.722671,-1.682392,-1.282462,0.570824,1.967378,6.199400,0.083280,0.423867,0.702449,-0.797883,-0.405311,0.070264
-4.722851,-1.682404,-1.289019,0.570812,1.967402,6.199388,0.083366,0.425102,0.699967,-0.804396,-0.405152,0.071489
-4.723163,-1.682356,-1.296260,0.570872,1.967378,6.199412,0.083513,0.426392,0.697243,-0.811489,-0.404865,0.072722
-4.723523,-1.682368,-1.304291,0.570836,1.967366,6.199388,0.083682,0.427850,0.694183,-0.819513,-0.404565,0.074073
-4.723931,-1.682368,-1.312899,0.570824,1.967342,6.199400,0.083875,0.429374,0.690896,-0.828088,-0.404201,0.075524
-4.724266,-1.682464,-1.322297,0.570800,1.967378,6.199400,0.084035,0.431071,0.687249,-0.837524,-0.403900,0.077251
-4.724590,-1.682392,-1.332451,0.570789,1.967366,6.199412,0.084194,0.432764,0.683369,-0.847532,-0.403533,0.079103
-4.724926,-1.682404,-1.343491,0.570764,1.967330,6.199388,0.084364,0.434616,0.679091,-0.858503,-0.403121,0.081112
-4.725106,-1.682368,-1.355144,0.570764,1.967378,6.199436,0.084460,0.436501,0.674573,-0.869982,-0.402799,0.083487
-4.725405,-1.682332,-1.367635,0.570824,1.967402,6.199388,0.084613,0.438449,0.669705,-0.882233,-0.402412,0.085823
-4.725777,-1.682344,-1.380678,0.570824,1.967378,6.199388,0.084802,0.440451,0.664575,-0.895160,-0.401896,0.088259
